200           32              24              8                4             208

1	1	1	0	1200	400	600	30
2	1	1	0	1200	400	600	30
3	1	2	0	1200	400	600	30
4	1	2	0	1200	400	600	30
5	1	3	0	1200	400	600	30
6	1	3	0	1200	400	600	30
7	2	1	0	1200	400	600	30
8	2	1	0	1200	400	600	30
9	2	2	0	1200	400	600	30
10	2	2	0	1200	400	600	30
11	2	3	0	1200	400	600	30
12	2	3	0	1200	400	600	30
13	3	1	0	1200	400	600	30
14	3	1	0	1200	400	600	30
15	3	2	0	1200	400	600	30
16	3	2	0	1200	400	600	30
17	3	3	0	1200	400	600	30
18	3	3	0	1200	400	600	30
19	4	1	0	1200	400	600	30
20	4	1	0	1200	400	600	30
21	4	2	0	1200	400	600	30
22	4	2	0	1200	400	600	30
23	4	3	0	1200	400	600	30
24	4	3	0	1200	400	600	30
25	0	5	0	1200	400	600	30
26	0	5	0	1200	400	600	30
27	0	5	0	1200	400	600	30
28	0	5	0	1200	400	600	30
29	0	5	0	1200	400	600	30
30	0	5	0	1200	400	600	30
31	0	5	0	1200	400	600	30
32	0	5	0	1200	400	600	30


1              -8.22 	-6.70         1              
2              -8.22 	-6.70         1             
3              8.09 	6.50          2              
4              8.09 	6.50          2             
5               11.50 	-14.09         3              
6               11.50 	-14.09         3             
7              24.13 	19.81         4              
8              24.13 	19.81         4             


1	-5.28 	-9.70 	1	1	231.51 	252.61 	55.42 
2	-10.10 	-6.66 	1	4	391.24 	416.40 	50.69 
3	-14.78 	-6.38 	1	1	1020.74 	1053.07 	49.75 
4	-6.95 	-5.45 	1	4	510.09 	540.44 	50.24 
5	-12.38 	-8.50 	1	1	340.93 	372.31 	59.24 
6	-13.07 	-10.24 	1	1	598.58 	636.12 	57.74 
7	-4.86 	-8.01 	1	2	1018.54 	1048.00 	57.06 
8	-7.15 	-4.77 	1	3	1077.16 	1092.21 	52.66 
9	-11.38 	-7.39 	1	4	237.54 	267.97 	56.34 
10	-7.49 	-6.82 	1	2	545.53 	566.14 	59.46 
11	-5.59 	-7.78 	1	4	364.18 	389.76 	61.86 
12	-9.54 	-1.97 	1	2	370.29 	391.45 	48.61 
13	-5.85 	-6.62 	1	3	262.59 	291.54 	48.91 
14	-7.34 	-2.96 	1	3	711.42 	737.94 	54.09 
15	-9.61 	-7.83 	1	1	245.94 	269.80 	51.80 
16	-5.17 	-5.45 	1	5	834.29 	870.17 	58.30 
17	-6.51 	-3.26 	1	3	794.58 	820.82 	52.76 
18	-5.98 	-5.62 	1	3	392.03 	417.71 	56.48 
19	-4.23 	-11.01 	1	4	68.82 	92.50 	59.04 
20	-12.00 	-11.40 	1	2	653.53 	675.89 	53.72 
21	-12.09 	-5.90 	1	2	1028.21 	1049.90 	56.01 
22	-7.53 	-7.93 	1	5	1144.87 	1169.19 	64.56 
23	-9.89 	-3.84 	1	2	81.73 	103.90 	58.39 
24	-8.48 	-3.38 	1	2	454.04 	475.86 	64.08 
25	-5.80 	-7.14 	1	1	1067.44 	1093.95 	47.00 
26	-10.04 	-4.52 	1	1	705.40 	732.95 	60.92 
27	-3.23 	-7.34 	1	1	964.48 	990.23 	51.13 
28	-7.76 	-6.38 	1	3	387.16 	413.24 	46.69 
29	-7.37 	-2.95 	1	3	732.95 	764.55 	53.38 
30	-9.37 	-8.98 	1	4	903.61 	930.01 	53.35 
31	-5.57 	-1.70 	1	3	283.54 	309.77 	50.20 
32	-5.28 	-4.91 	1	2	189.84 	210.54 	50.05 
33	-9.15 	-9.57 	1	2	101.12 	121.67 	48.42 
34	-4.81 	-13.06 	1	1	1018.44 	1035.88 	54.53 
35	-8.95 	-12.78 	1	2	600.75 	619.31 	55.50 
36	-10.21 	-9.03 	1	4	480.95 	506.80 	48.29 
37	-11.62 	-7.70 	1	3	441.18 	461.34 	55.93 
38	-15.89 	-11.49 	1	4	1158.52 	1175.58 	49.12 
39	-6.63 	-6.10 	1	5	993.60 	1022.28 	51.27 
40	-11.91 	-3.95 	1	4	791.95 	820.14 	50.20 
41	-8.32 	-2.06 	1	2	295.24 	324.07 	52.03 
42	-8.51 	-3.79 	1	4	1096.52 	1122.64 	56.15 
43	-7.29 	-4.03 	1	1	1121.81 	1150.01 	61.02 
44	-6.46 	-7.04 	1	2	753.81 	781.72 	46.99 
45	-7.33 	-5.24 	1	3	56.81 	83.32 	50.53 
46	-4.93 	-9.40 	1	3	150.46 	166.54 	48.77 
47	-8.00 	-6.14 	1	1	697.70 	720.86 	45.45 
48	-8.64 	-10.17 	1	1	172.41 	194.76 	53.40 
49	-6.61 	-3.63 	1	3	361.25 	392.60 	46.15 
50	-8.30 	-7.12 	1	4	914.58 	940.31 	46.94 
51	2.09 	8.61 	2	5	714.97 	745.01 	50.91 
52	9.11 	9.69 	2	3	607.76 	625.20 	51.58 
53	8.65 	7.06 	2	1	51.52 	81.06 	51.41 
54	4.37 	6.68 	2	1	1094.91 	1115.84 	60.99 
55	6.62 	6.10 	2	4	56.90 	80.95 	63.37 
56	12.94 	6.84 	2	2	664.04 	687.13 	53.98 
57	12.66 	6.46 	2	3	217.22 	235.42 	46.44 
58	9.68 	7.49 	2	3	519.79 	540.89 	61.06 
59	5.25 	7.99 	2	2	224.74 	251.87 	60.82 
60	6.96 	6.30 	2	3	1061.53 	1086.71 	54.03 
61	12.59 	8.48 	2	3	468.30 	497.03 	51.24 
62	7.06 	6.69 	2	4	566.12 	590.91 	49.72 
63	10.95 	6.60 	2	3	380.60 	411.65 	59.20 
64	8.23 	6.73 	2	2	1109.87 	1126.96 	55.73 
65	10.36 	8.69 	2	2	1119.66 	1138.12 	51.00 
