200           32              24              8                4             208

1	1	1	0	1200	400	600	30
2	1	1	0	1200	400	600	30
3	1	2	0	1200	400	600	30
4	1	2	0	1200	400	600	30
5	1	3	0	1200	400	600	30
6	1	3	0	1200	400	600	30
7	2	1	0	1200	400	600	30
8	2	1	0	1200	400	600	30
9	2	2	0	1200	400	600	30
10	2	2	0	1200	400	600	30
11	2	3	0	1200	400	600	30
12	2	3	0	1200	400	600	30
13	3	1	0	1200	400	600	30
14	3	1	0	1200	400	600	30
15	3	2	0	1200	400	600	30
16	3	2	0	1200	400	600	30
17	3	3	0	1200	400	600	30
18	3	3	0	1200	400	600	30
19	4	1	0	1200	400	600	30
20	4	1	0	1200	400	600	30
21	4	2	0	1200	400	600	30
22	4	2	0	1200	400	600	30
23	4	3	0	1200	400	600	30
24	4	3	0	1200	400	600	30
25	0	5	0	1200	400	600	30
26	0	5	0	1200	400	600	30
27	0	5	0	1200	400	600	30
28	0	5	0	1200	400	600	30
29	0	5	0	1200	400	600	30
30	0	5	0	1200	400	600	30
31	0	5	0	1200	400	600	30
32	0	5	0	1200	400	600	30


1              0 	75        1              
2              0 	75        1             
3              75 	  0        2              
4              75 	  0        2             
5               0            -75        3              
6               0            -75        3             
7              -75             0        4              
8              -75             0        4             


1	-20.42 	82.47 	1	1	942.22 	991.63 	52.68 
2	11.65 	88.00 	1	2	623.41 	676.28 	62.20 
3	8.50 	72.17 	1	5	642.49 	694.61 	50.71 
4	-14.62 	42.24 	1	3	624.19 	670.98 	59.85 
5	21.16 	108.86 	1	3	358.41 	419.21 	63.31 
6	-32.93 	69.94 	1	2	873.98 	936.00 	59.84 
7	18.50 	52.68 	1	4	749.82 	802.70 	46.97 
8	-24.60 	56.33 	1	2	984.13 	1034.32 	53.07 
9	6.61 	100.92 	1	1	68.23 	129.36 	52.32 
10	26.05 	88.96 	1	1	635.42 	688.08 	63.75 
11	-26.91 	68.92 	1	2	914.21 	972.99 	56.91 
12	20.88 	70.61 	1	3	320.53 	376.96 	48.60 
13	27.23 	50.79 	1	1	113.47 	174.84 	54.97 
14	33.40 	106.96 	1	3	926.93 	971.27 	58.06 
15	-10.42 	80.86 	1	5	946.53 	998.83 	62.91 
16	-0.83 	96.47 	1	1	991.45 	1037.26 	59.38 
17	3.55 	80.02 	1	1	1000.39 	1045.58 	58.33 
18	21.55 	52.78 	1	3	780.51 	839.23 	49.42 
19	20.93 	67.36 	1	2	663.02 	715.11 	47.18 
20	-32.89 	81.41 	1	1	21.95 	84.42 	47.48 
21	-15.41 	56.45 	1	1	893.88 	942.35 	60.92 
22	-28.07 	73.97 	1	3	672.72 	720.99 	45.88 
23	-34.27 	79.95 	1	4	701.61 	751.09 	51.86 
24	-1.20 	98.60 	1	3	814.03 	868.80 	59.23 
25	-12.20 	70.30 	1	2	503.75 	560.98 	56.72 
26	10.31 	101.61 	1	4	266.28 	320.18 	50.49 
27	-15.80 	84.42 	1	3	143.40 	192.11 	56.05 
28	31.17 	92.22 	1	3	550.31 	615.54 	60.95 
29	-27.06 	89.56 	1	2	943.75 	987.10 	53.27 
30	34.78 	40.27 	1	3	1090.63 	1138.98 	51.46 
31	5.46 	94.82 	1	1	81.74 	128.14 	53.24 
32	1.63 	94.50 	1	4	44.93 	97.27 	58.36 
33	33.92 	61.14 	1	5	1094.12 	1152.98 	62.28 
34	14.05 	105.43 	1	4	53.61 	93.84 	64.04 
35	-4.02 	92.68 	1	3	979.22 	1024.85 	55.71 
36	-13.68 	51.33 	1	3	930.64 	985.40 	55.94 
37	3.14 	73.54 	1	2	77.24 	128.26 	56.99 
38	-30.64 	100.18 	1	2	264.66 	314.94 	63.76 
39	-8.66 	100.58 	1	2	263.09 	326.90 	62.40 
40	-1.05 	78.87 	1	4	273.16 	328.63 	54.11 
41	-4.69 	87.23 	1	1	677.56 	735.61 	55.23 
42	9.32 	46.49 	1	4	816.16 	869.03 	58.44 
43	8.86 	88.75 	1	2	829.60 	876.97 	46.81 
44	25.53 	53.68 	1	1	625.46 	682.25 	48.16 
45	-10.33 	95.11 	1	4	1031.20 	1077.69 	46.20 
46	19.73 	79.22 	1	4	1121.75 	1168.19 	45.65 
47	-28.01 	80.04 	1	2	51.97 	108.18 	60.38 
48	-32.17 	44.83 	1	4	1046.09 	1099.69 	57.59 
49	-2.81 	43.46 	1	1	717.58 	773.00 	56.43 
50	-22.50 	83.38 	1	4	758.93 	812.99 	54.39 
51	99.99 	-26.62 	2	3	1077.42 	1132.04 	45.95 
52	59.55 	-25.93 	2	5	880.08 	946.79 	58.47 
53	71.63 	-27.59 	2	2	136.75 	186.69 	57.52 
54	55.95 	-29.33 	2	4	1169.89 	1226.14 	63.67 
55	58.98 	-27.10 	2	2	973.47 	1027.83 	50.63 
56	78.27 	-27.81 	2	1	660.05 	715.59 	49.25 
57	56.20 	4.51 	2	4	20.20 	82.63 	57.18 
58	40.20 	22.77 	2	1	837.24 	900.33 	51.47 
59	74.04 	23.65 	2	2	527.68 	583.68 	50.65 
60	96.70 	7.23 	2	2	262.05 	308.35 	59.36 
61	95.27 	-34.16 	2	3	50.63 	107.03 	47.67 
62	101.77 	0.25 	2	5	457.12 	513.37 	51.24 
63	53.28 	8.21 	2	3	259.23 	316.18 	54.22 
64	40.42 	7.97 	2	3	553.26 	614.10 	46.29 
65	93.22 	-19.01 	2	1	1044.77 	1102.95 	55.58 
66	50.25 	-3.48 	2	3	1107.94 	1154.81 	47.68 
67	85.65 	-34.72 	2	2	335.21 	385.46 	52.78 
68	53.95 	22.44 	2	2	486.99 	531.56 	59.28 
