100          16            12              4                4             108


1	1	2	0	1200	400	600	30
2	1	2	0	1200	400	600	30
3	1	3	0	1200	400	600	30
4	2	2	0	1200	400	600	30
5	2	2	0	1200	400	600	30
6	2	3	0	1200	400	600	30
7	3	1	0	1200	400	600	30
8	3	2	0	1200	400	600	30
9	3	3	0	1200	400	600	30
10	4	2	0	1200	400	600	30
11	4	2	0	1200	400	600	30
12	4	3	0	1200	400	600	30
13	0	5	0	1200	400	600	30
14	0	5	0	1200	400	600	30
15	0	5	0	1200	400	600	30
16	0	5	0	1200	400	600	30


1              0 	75        1              
2              0 	75        1             
3              75 	  0        2              
4              75 	  0        2             
5               0            -75        3              
6               0            -75        3             
7              -75             0        4              
8              -75             0        4             

1	22.82 	73.77 	1	1	527.11 	542.99 	64.34 
2	24.23 	51.93 	1	2	386.26 	411.23 	46.34 
3	33.60 	79.64 	1	3	977.20 	1005.54 	62.36 
4	-29.09 	107.54 	1	5	853.37 	862.62 	56.06 
5	21.84 	82.68 	1	4	1085.99 	1104.30 	45.99 
6	-6.19 	45.92 	1	3	356.86 	368.93 	55.76 
7	21.11 	79.02 	1	3	231.00 	265.11 	58.67 
8	15.78 	53.56 	1	1	556.64 	578.25 	45.03 
9	25.50 	102.75 	1	2	602.97 	635.70 	52.75 
10	10.73 	109.19 	1	4	722.71 	737.18 	59.82 
11	10.03 	109.40 	1	1	670.34 	705.97 	48.68 
12	-0.88 	61.41 	1	4	1047.08 	1067.17 	51.99 
13	20.26 	77.71 	1	3	1147.78 	1168.69 	60.07 
14	3.80 	75.66 	1	1	124.47 	150.45 	51.45 
15	-31.32 	78.77 	1	4	1075.01 	1103.41 	60.70 
16	27.31 	47.79 	1	5	1172.14 	1191.67 	63.41 
17	18.98 	48.17 	1	2	1102.40 	1122.78 	54.33 
18	16.16 	77.04 	1	2	87.20 	113.08 	53.75 
19	-14.78 	82.17 	1	2	653.89 	676.09 	48.93 
20	-0.42 	97.69 	1	3	710.40 	748.53 	52.73 
21	-17.59 	81.66 	1	4	80.11 	100.96 	46.98 
22	-15.63 	53.05 	1	3	70.61 	95.79 	52.44 
23	-9.96 	50.95 	1	1	1018.30 	1044.97 	51.75 
24	-16.30 	89.42 	1	2	937.72 	959.35 	50.58 
25	13.05 	99.61 	1	1	979.00 	1007.19 	48.95 
26	99.59 	28.81 	2	1	862.00 	893.99 	50.68 
27	79.93 	31.17 	2	4	660.66 	688.95 	62.07 
28	102.51 	9.47 	2	3	350.99 	380.71 	49.44 
29	69.62 	-1.79 	2	2	80.87 	100.34 	57.56 
30	96.13 	21.94 	2	5	765.77 	794.53 	54.64 
31	76.00 	1.63 	2	3	908.08 	939.88 	64.69 
32	97.88 	-14.67 	2	1	1153.33 	1177.17 	54.54 
33	92.39 	27.72 	2	2	942.99 	964.55 	48.08 
34	91.43 	-5.24 	2	2	431.52 	455.18 	64.95 
35	71.07 	-19.06 	2	4	226.01 	258.23 	59.86 
36	68.68 	11.58 	2	4	424.70 	437.00 	53.54 
37	88.09 	12.80 	2	1	251.42 	275.99 	47.96 
38	98.34 	10.24 	2	4	725.75 	757.49 	60.71 
39	99.16 	-20.42 	2	3	797.44 	823.29 	60.44 
