200           32              24              8                4             208

1	1	1	0	1200	400	600	30
2	1	1	0	1200	400	600	30
3	1	2	0	1200	400	600	30
4	1	2	0	1200	400	600	30
5	1	3	0	1200	400	600	30
6	1	3	0	1200	400	600	30
7	2	1	0	1200	400	600	30
8	2	1	0	1200	400	600	30
9	2	2	0	1200	400	600	30
10	2	2	0	1200	400	600	30
11	2	3	0	1200	400	600	30
12	2	3	0	1200	400	600	30
13	3	1	0	1200	400	600	30
14	3	1	0	1200	400	600	30
15	3	2	0	1200	400	600	30
16	3	2	0	1200	400	600	30
17	3	3	0	1200	400	600	30
18	3	3	0	1200	400	600	30
19	4	1	0	1200	400	600	30
20	4	1	0	1200	400	600	30
21	4	2	0	1200	400	600	30
22	4	2	0	1200	400	600	30
23	4	3	0	1200	400	600	30
24	4	3	0	1200	400	600	30
25	0	5	0	1200	400	600	30
26	0	5	0	1200	400	600	30
27	0	5	0	1200	400	600	30
28	0	5	0	1200	400	600	30
29	0	5	0	1200	400	600	30
30	0	5	0	1200	400	600	30
31	0	5	0	1200	400	600	30
32	0	5	0	1200	400	600	30


1             -5.63 	-6.85         1              
2             -5.63 	-6.85         1             
3              5.94 	6.51         2             
4              5.94 	6.51         2             
5              11.37 	-10.81         3              
6              11.37 	-10.81         3             
7              17.59 	19.90         4              
8              17.59 	19.90         4             


1	-6.93 	-8.88 	1	1	553.75 	605.63 	54.67 
2	-2.94 	-9.05 	1	5	806.10 	866.21 	60.53 
3	-4.81 	-4.74 	1	3	495.47 	552.87 	63.75 
4	-7.41 	-4.27 	1	2	479.92 	535.55 	50.10 
5	-6.17 	-5.57 	1	3	290.33 	344.35 	53.21 
6	-6.29 	-9.51 	1	2	1111.30 	1162.77 	52.11 
7	-4.38 	-8.93 	1	3	309.53 	358.00 	58.07 
8	-6.58 	-13.85 	1	5	994.60 	1047.94 	57.91 
9	-5.68 	-9.42 	1	5	619.55 	664.44 	45.18 
10	-5.61 	-4.90 	1	2	654.41 	708.63 	47.39 
11	-7.05 	-5.40 	1	1	80.28 	131.26 	58.32 
12	-7.62 	-6.84 	1	4	368.23 	431.00 	54.49 
13	-1.54 	-3.12 	1	1	32.45 	82.03 	49.81 
14	-3.13 	-6.13 	1	3	984.06 	1035.43 	47.90 
15	-2.76 	-1.63 	1	2	578.46 	634.37 	59.04 
16	-5.46 	-1.30 	1	2	574.85 	636.43 	55.93 
17	-6.51 	-5.93 	1	1	102.28 	154.96 	64.69 
18	-2.30 	-5.98 	1	4	885.69 	944.77 	46.56 
19	-3.57 	-6.21 	1	1	1101.12 	1157.49 	45.17 
20	-8.53 	-9.22 	1	5	452.19 	506.43 	52.68 
21	-7.39 	-5.30 	1	5	236.39 	284.29 	58.29 
22	-7.44 	-7.07 	1	5	456.36 	519.24 	48.18 
23	-5.02 	-11.95 	1	1	66.17 	127.49 	64.40 
24	-6.20 	-9.91 	1	5	620.90 	688.34 	57.91 
25	-3.62 	-5.78 	1	1	539.10 	599.24 	49.89 
26	-6.70 	-10.84 	1	2	151.53 	208.55 	58.82 
27	-3.21 	-5.88 	1	1	124.20 	189.45 	51.57 
28	-3.77 	-6.67 	1	3	77.29 	139.78 	62.84 
29	-5.71 	-3.65 	1	2	1023.40 	1065.94 	59.35 
30	-6.46 	-7.51 	1	3	261.96 	308.58 	62.46 
31	-8.09 	-8.69 	1	3	639.03 	700.52 	57.46 
32	-8.95 	-3.55 	1	4	581.78 	642.21 	57.45 
33	-7.40 	-12.28 	1	5	741.85 	782.79 	47.05 
34	-6.17 	-4.94 	1	3	155.58 	216.10 	59.01 
35	-5.40 	-6.07 	1	5	896.60 	944.00 	60.64 
36	-4.80 	-5.31 	1	3	38.05 	92.95 	62.44 
37	-5.23 	-8.67 	1	4	1106.08 	1158.42 	62.78 
38	-7.38 	-6.85 	1	3	1026.03 	1078.97 	51.87 
39	-6.70 	-9.56 	1	3	446.80 	493.22 	63.57 
40	-4.46 	-4.01 	1	5	1163.65 	1217.46 	46.13 
41	-8.96 	-7.58 	1	2	996.06 	1055.91 	62.78 
42	-3.14 	-5.23 	1	3	581.23 	645.53 	60.81 
43	-6.82 	-6.72 	1	2	544.50 	601.12 	59.48 
44	-4.13 	-5.51 	1	2	1065.65 	1116.83 	45.69 
45	-7.32 	-7.06 	1	2	1044.00 	1099.23 	57.14 
46	-5.55 	-8.46 	1	1	80.57 	143.74 	54.45 
47	-4.29 	-4.96 	1	1	62.00 	109.65 	52.61 
48	-3.81 	-10.33 	1	1	464.74 	507.04 	47.38 
49	-8.11 	-7.63 	1	1	776.00 	832.03 	59.36 
50	-3.83 	-3.53 	1	2	95.60 	154.94 	52.20 
51	5.99 	2.33 	2	3	223.71 	281.00 	64.64 
52	8.43 	6.74 	2	2	1050.42 	1107.07 	64.43 
53	5.72 	8.96 	2	3	1003.05 	1061.72 	49.75 
54	8.77 	8.32 	2	1	1011.17 	1070.47 	52.32 
55	4.23 	5.83 	2	3	955.10 	1014.22 	57.61 
56	4.01 	9.28 	2	3	823.37 	874.36 	58.84 
57	8.13 	5.35 	2	5	960.33 	1015.20 	50.87 
58	5.36 	5.45 	2	5	670.10 	723.54 	51.87 
59	3.65 	-0.12 	2	5	1150.05 	1206.99 	46.97 
60	3.53 	6.46 	2	5	828.06 	888.05 	50.90 
61	6.49 	5.48 	2	2	545.00 	602.80 	53.43 
62	5.13 	3.96 	2	5	309.88 	370.99 	60.15 
63	5.11 	8.88 	2	5	335.10 	389.19 	52.78 
64	4.23 	2.68 	2	5	1128.78 	1191.18 	56.36 
65	5.73 	5.58 	2	5	458.11 	522.00 	49.07 
